Customer_ID,Product_ID,Transaction_ID,Purchase_Frequency,Average_Order_Value,Most_Frequent_Category,Time_between_Purchase,Region,Churn_Probability,Lifetime_Value,Launch_Date,Peak_Sale_Date ,Season,Preferred_Purchase_Time,Retention_Strategy,Churn_Flag
CUST_EE63NF,PROD_PP4327,TRANS_DH0JF9671,19,51.83,Sports,43,South America,0.2,3555.28,11/26/2022,11/7/2023,Winter,Afternoon,Discount,Low
CUST_LRALFF,PROD_L0VUET,TRANS_DH0JF9672,15,71.34,Electronics,9,Europe,0.05,8890.86,11/26/2022,11/1/2023,Fall,Afternoon,Discount,Low
CUST_FIJPR5,PROD_KVB14Y,TRANS_DH0JF9673,14,107.75,Home,52,Europe,0.48,1235.22,11/26/2022,10/14/2023,Fall,Morning,Discount,Low
CUST_3NFYD0,PROD_84POH4,TRANS_DH0JF9674,5,134.99,Sports,87,South America,0.39,8987.43,11/26/2022,9/3/2023,Spring,Afternoon,Discount,Low
CUST_S5JDRU,PROD_BHN57C,TRANS_DH0JF9675,8,137.44,Home,84,South America,0.64,4076.63,11/26/2022,7/2/2023,Summer,Evening,Discount,Medium
CUST_SGBCTH,PROD_69H1LQ,TRANS_DH0JF9676,2,164.16,Clothing,15,South America,0.14,8743.53,11/26/2022,6/7/2023,Summer,Morning,Loyalty Program,Low
CUST_VLL6R0,PROD_8INFJO,TRANS_DH0JF9677,11,167.63,Electronics,53,Europe,0.05,8363.28,11/26/2022,8/27/2023,Summer,Evening,Discount,Low
CUST_IKCWJZ,PROD_FRQ9LY,TRANS_DH0JF9678,3,168.69,Electronics,86,South America,0.54,2911.73,11/26/2022,1/5/2023,Spring,Evening,Discount,Medium
CUST_Y6KH2M,PROD_H5MS89,TRANS_DH0JF9679,7,181.25,Electronics,26,North America,0.66,5907.77,11/26/2022,11/25/2023,Fall,Afternoon,Discount,Medium
CUST_N5OYR9,PROD_5MOW4H,TRANS_DH0JF9680,18,181.41,Clothing,73,Europe,0.65,837.83,11/26/2022,4/3/2023,Spring,Morning,Email Campaign,Medium
CUST_MW3LV2,PROD_BRGWOE,TRANS_DH0JF9681,14,21.39,Home,71,Europe,0.97,1704.01,11/27/2022,12/22/2023,Spring,Morning,Discount,High
CUST_HGC6UD,PROD_KA7Q59,TRANS_DH0JF9682,4,23.99,Sports,54,Europe,0.71,1369.15,11/27/2022,6/5/2023,Summer,Evening,Email Campaign,Medium
CUST_R77KDO,PROD_HTXCA1,TRANS_DH0JF9683,5,25.19,Clothing,7,North America,0.28,4825.61,11/27/2022,6/28/2023,Fall,Afternoon,Email Campaign,Low
CUST_4YFK96,PROD_21FAJG,TRANS_DH0JF9684,16,32.52,Clothing,42,South America,0.8,1095.33,11/27/2022,5/11/2023,Summer,Morning,Email Campaign,High
CUST_RKNF1R,PROD_2DANGI,TRANS_DH0JF9685,12,44.98,Clothing,53,North America,0.41,1966.38,11/27/2022,11/30/2023,Spring,Evening,Loyalty Program,Low
CUST_9ZM6O0,PROD_428IAZ,TRANS_DH0JF9686,15,84.71,Electronics,5,Asia,0.48,5097.35,11/27/2022,10/2/2023,Summer,Afternoon,Discount,Low
CUST_L5WK1N,PROD_I5UWJX,TRANS_DH0JF9687,2,97.85,Electronics,74,Asia,0.58,5429.73,11/27/2022,7/10/2023,Winter,Afternoon,Loyalty Program,Medium
CUST_O3YL6G,PROD_7FEII7,TRANS_DH0JF9688,18,101.17,Home,56,North America,0.47,9333.82,11/27/2022,12/23/2023,Spring,Morning,Discount,Low
CUST_LODIO8,PROD_VDT9LZ,TRANS_DH0JF9689,11,125.44,Home,57,North America,0.89,1089.9,11/27/2022,5/23/2023,Summer,Evening,Email Campaign,High
CUST_XQ0IB2,PROD_Y6VGZA,TRANS_DH0JF9690,9,125.6,Clothing,68,North America,0.97,9485.78,11/27/2022,1/11/2023,Winter,Evening,Discount,High
CUST_6ORZ53,PROD_N2GDAM,TRANS_DH0JF9691,11,137.93,Electronics,81,Europe,0.5,7300.3,11/27/2022,7/5/2023,Summer,Afternoon,Discount,Medium
CUST_CYH3KK,PROD_LJR3HA,TRANS_DH0JF9692,10,147.05,Clothing,18,Asia,0.01,7309.91,11/27/2022,11/10/2023,Summer,Morning,Email Campaign,Low
CUST_KPB2YX,PROD_P8TKIL,TRANS_DH0JF9693,13,183.55,Electronics,8,South America,0.88,3479.41,11/27/2022,2/14/2023,Winter,Evening,Loyalty Program,High
CUST_NOIWPM,PROD_0ITEDM,TRANS_DH0JF9694,15,28.6,Electronics,49,Europe,0.08,8934.26,11/28/2022,7/15/2023,Spring,Evening,Loyalty Program,Low
CUST_VDEM00,PROD_UC2ZEH,TRANS_DH0JF9695,8,37.04,Electronics,53,Europe,0.89,3243.3,11/28/2022,11/2/2023,Spring,Afternoon,Loyalty Program,High
CUST_8MIV7P,PROD_N0AS7X,TRANS_DH0JF9696,10,71.95,Sports,48,North America,0.6,7199.72,11/28/2022,4/24/2023,Fall,Evening,Discount,Medium
CUST_512IID,PROD_XXMXZL,TRANS_DH0JF9697,18,75.68,Sports,82,Asia,0.32,698.07,11/28/2022,11/8/2023,Spring,Evening,Email Campaign,Low
CUST_MJZU21,PROD_YMFJ9D,TRANS_DH0JF9698,15,93.97,Home,45,Asia,0.38,5935.07,11/28/2022,10/7/2023,Summer,Morning,Email Campaign,Low
CUST_POSB90,PROD_FQLOYK,TRANS_DH0JF9699,12,103.59,Home,73,Asia,0.36,6953.6,11/28/2022,1/4/2023,Fall,Evening,Email Campaign,Low
CUST_2XKLLZ,PROD_OXQOTS,TRANS_DH0JF9700,10,134.85,Clothing,57,Asia,0.62,8486.62,11/28/2022,5/15/2023,Winter,Afternoon,Discount,Medium
CUST_3YQBO5,PROD_N3GQTC,TRANS_DH0JF9701,13,142.34,Clothing,51,Asia,0.9,8169.46,11/28/2022,10/9/2023,Winter,Evening,Discount,High
CUST_RS8DRH,PROD_2L1WWO,TRANS_DH0JF9702,15,155.38,Clothing,76,North America,0.6,6969.97,11/28/2022,4/28/2023,Summer,Evening,Email Campaign,Medium
CUST_PUJGPK,PROD_JC9WKS,TRANS_DH0JF9703,4,162.98,Electronics,39,North America,0.41,6914.34,11/28/2022,6/20/2023,Summer,Morning,Discount,Low
CUST_I1R657,PROD_3OSWAH,TRANS_DH0JF9704,1,197.17,Home,77,Europe,0.06,813.5,11/28/2022,11/30/2023,Fall,Morning,Loyalty Program,Low
CUST_O9F1SO,PROD_HH6SMN,TRANS_DH0JF9705,9,35.01,Sports,44,Europe,0.79,9698.58,11/29/2022,12/29/2023,Fall,Afternoon,Loyalty Program,Medium
CUST_P4WEHB,PROD_BO8V6G,TRANS_DH0JF9706,1,70.76,Home,40,Asia,0.81,5635.79,11/29/2022,6/4/2023,Summer,Evening,Discount,High
CUST_Z8JEOM,PROD_4OJGD8,TRANS_DH0JF9707,11,81.14,Sports,10,Europe,0.61,3197.2,11/29/2022,5/31/2023,Spring,Morning,Discount,Medium
CUST_G9Q4QQ,PROD_QTX0NI,TRANS_DH0JF9708,8,82.56,Home,50,Asia,0.86,7919.52,11/29/2022,5/17/2023,Summer,Morning,Loyalty Program,High
CUST_9X20ZE,PROD_Z0AVEM,TRANS_DH0JF9709,9,83.33,Clothing,34,South America,0.21,9841.81,11/29/2022,3/14/2023,Spring,Evening,Loyalty Program,Low
CUST_BWATAU,PROD_QYDKCO,TRANS_DH0JF9710,11,150.54,Electronics,5,South America,0.77,7073.22,11/29/2022,11/19/2023,Winter,Evening,Email Campaign,Medium
CUST_S3ID8X,PROD_24XUBJ,TRANS_DH0JF9711,6,170.72,Electronics,35,South America,0.09,5875.36,11/29/2022,1/27/2023,Spring,Morning,Discount,Low
CUST_5UM3I7,PROD_78J1UD,TRANS_DH0JF9712,3,176.09,Clothing,29,Europe,0.19,5598.33,11/29/2022,12/28/2023,Winter,Morning,Email Campaign,Low
CUST_WOTHNG,PROD_NT8KHM,TRANS_DH0JF9713,17,178.35,Clothing,82,Europe,0.16,6737.67,11/29/2022,7/19/2023,Fall,Evening,Email Campaign,Low
CUST_A9DB4J,PROD_T5M1MS,TRANS_DH0JF9714,3,51.6,Clothing,65,South America,0.73,6957.19,11/30/2022,10/23/2023,Winter,Morning,Loyalty Program,Medium
CUST_WUP0VJ,PROD_1AYNIL,TRANS_DH0JF9715,7,70.7,Electronics,25,North America,0.73,5662.56,11/30/2022,5/30/2023,Fall,Afternoon,Email Campaign,Medium
CUST_CTNRWS,PROD_9VAZ6D,TRANS_DH0JF9716,18,76.3,Electronics,34,North America,0.32,6902.94,11/30/2022,5/1/2023,Summer,Afternoon,Discount,Low
CUST_QB0HF9,PROD_MF6O1W,TRANS_DH0JF9717,1,85.22,Home,8,Asia,0.34,703.4,11/30/2022,3/17/2023,Summer,Morning,Loyalty Program,Low
CUST_PG1ZKW,PROD_F74HNS,TRANS_DH0JF9718,1,98.86,Home,28,South America,0.38,6784.91,11/30/2022,1/31/2023,Summer,Evening,Email Campaign,Low
CUST_06LO78,PROD_SMJ36S,TRANS_DH0JF9719,10,170.17,Home,38,Europe,0.51,9740.26,11/30/2022,8/17/2023,Summer,Morning,Loyalty Program,Medium
CUST_B444YD,PROD_18PSI5,TRANS_DH0JF9720,16,179.46,Electronics,89,Europe,0.87,330.27,11/30/2022,9/29/2023,Winter,Evening,Loyalty Program,High
CUST_7MWPSG,PROD_22XZN4,TRANS_DH0JF9721,12,193.55,Electronics,18,Europe,0.07,5665.47,11/30/2022,1/29/2023,Spring,Evening,Discount,Low
CUST_ULQABW,PROD_LPULFK,TRANS_DH0JF9722,11,33.93,Clothing,59,Asia,0.46,4897.87,12/1/2022,3/28/2023,Fall,Morning,Email Campaign,Low
CUST_OZC81Q,PROD_WB4115,TRANS_DH0JF9723,13,40.54,Electronics,44,North America,0.4,2228.76,12/1/2022,10/18/2023,Spring,Evening,Discount,Low
CUST_NJK9JV,PROD_P7ATMQ,TRANS_DH0JF9724,4,55.36,Sports,49,Europe,0.66,5612.07,12/1/2022,5/19/2023,Summer,Morning,Loyalty Program,Medium
CUST_9QGD5H,PROD_JU4TJ8,TRANS_DH0JF9725,9,89.05,Sports,48,Europe,0.11,8504.39,12/1/2022,1/11/2023,Winter,Morning,Loyalty Program,Low
CUST_9841NU,PROD_VUTMK5,TRANS_DH0JF9726,7,91.46,Sports,84,Asia,0.24,9514.78,12/1/2022,5/3/2023,Summer,Evening,Email Campaign,Low
CUST_A79C14,PROD_OWZGCJ,TRANS_DH0JF9727,2,131.27,Electronics,74,South America,0.03,2792.5,12/1/2022,12/19/2023,Winter,Afternoon,Email Campaign,Low
CUST_RKKLGA,PROD_FV4KKE,TRANS_DH0JF9728,4,134.49,Sports,31,South America,0.23,7392.74,12/1/2022,10/4/2023,Fall,Afternoon,Loyalty Program,Low
CUST_3MR8L7,PROD_JWRNT1,TRANS_DH0JF9729,11,152.99,Home,62,South America,0.19,2884.92,12/1/2022,8/17/2023,Spring,Afternoon,Email Campaign,Low
CUST_YU2I4Y,PROD_5HVFU7,TRANS_DH0JF9730,8,171.91,Home,70,Europe,0.38,3767.37,12/1/2022,4/18/2023,Spring,Evening,Loyalty Program,Low
CUST_75PQQ0,PROD_GD12UQ,TRANS_DH0JF9731,12,190.43,Home,74,Asia,0.16,2570.2,12/1/2022,7/17/2023,Winter,Afternoon,Loyalty Program,Low
CUST_NVUV3K,PROD_Q4QQAL,TRANS_DH0JF9732,12,193.04,Home,76,North America,0.27,2878.37,12/1/2022,10/14/2023,Spring,Evening,Discount,Low
CUST_E4EY5G,PROD_K4KE8Y,TRANS_DH0JF9733,11,69.96,Home,79,Europe,0.47,6139.84,12/2/2022,4/6/2023,Fall,Morning,Loyalty Program,Low
CUST_PH1MDA,PROD_7B5HE1,TRANS_DH0JF9734,1,122.98,Sports,55,South America,0.83,4741.2,12/2/2022,12/30/2023,Spring,Afternoon,Email Campaign,High
CUST_GU7MLV,PROD_4GF54S,TRANS_DH0JF9735,17,129.07,Home,18,North America,0.66,9048.55,12/2/2022,11/7/2023,Winter,Afternoon,Loyalty Program,Medium
CUST_1WN3XB,PROD_QG2MHS,TRANS_DH0JF9736,18,141.35,Home,85,South America,0.79,7586.21,12/2/2022,4/27/2023,Summer,Afternoon,Loyalty Program,Medium
CUST_QOE9L1,PROD_5ZD3SL,TRANS_DH0JF9737,17,191.84,Electronics,60,South America,0.23,2435.41,12/2/2022,12/20/2023,Summer,Evening,Discount,Low
CUST_UHQAN3,PROD_COP26O,TRANS_DH0JF9738,5,65.01,Home,89,South America,0.38,4509.07,12/3/2022,8/30/2023,Summer,Afternoon,Discount,Low
CUST_RI0FGA,PROD_3FT0RB,TRANS_DH0JF9739,7,142.13,Home,86,South America,0.29,1965.18,12/3/2022,6/18/2023,Summer,Afternoon,Loyalty Program,Low
CUST_FQS9QJ,PROD_UK7ZES,TRANS_DH0JF9740,7,155.59,Electronics,56,North America,0.42,982.37,12/3/2022,2/9/2023,Fall,Evening,Email Campaign,Low
CUST_XHUQXC,PROD_MLP3WG,TRANS_DH0JF9741,3,173.01,Home,67,South America,0.17,9653.03,12/3/2022,3/12/2023,Spring,Afternoon,Discount,Low
CUST_T9V0SK,PROD_XILVFI,TRANS_DH0JF9742,13,56.22,Electronics,16,South America,0.24,6608.73,12/4/2022,10/3/2023,Spring,Afternoon,Loyalty Program,Low
CUST_75W7KS,PROD_QM5YT7,TRANS_DH0JF9743,15,60,Electronics,34,Europe,0.38,788.21,12/4/2022,6/17/2023,Summer,Afternoon,Discount,Low
CUST_US67C5,PROD_B9OYNL,TRANS_DH0JF9744,6,60.31,Clothing,42,Asia,0.27,973.35,12/4/2022,7/2/2023,Spring,Afternoon,Loyalty Program,Low
CUST_VSCK1Q,PROD_I5WJOX,TRANS_DH0JF9745,5,109.78,Electronics,40,South America,0.9,924.93,12/4/2022,3/31/2023,Summer,Afternoon,Loyalty Program,High
CUST_BJPS0X,PROD_8ZTRVO,TRANS_DH0JF9746,2,132.8,Home,87,South America,0.72,6488.14,12/4/2022,10/9/2023,Fall,Morning,Email Campaign,Medium
CUST_CWEN2F,PROD_ACECR1,TRANS_DH0JF9747,10,138.48,Sports,33,North America,0.26,4960.3,12/4/2022,3/29/2023,Winter,Morning,Loyalty Program,Low
CUST_CJLNU1,PROD_KLH29I,TRANS_DH0JF9748,8,148.57,Sports,83,South America,0.09,3614.27,12/4/2022,5/3/2023,Spring,Morning,Loyalty Program,Low
CUST_FDGXIJ,PROD_PAY010,TRANS_DH0JF9749,4,152.06,Electronics,27,Asia,0.74,7297.53,12/4/2022,10/14/2023,Fall,Morning,Discount,Medium
CUST_5O3LCE,PROD_7UOUYE,TRANS_DH0JF9750,14,185.26,Electronics,86,Europe,0.07,8679.06,12/4/2022,1/6/2023,Winter,Morning,Loyalty Program,Low
CUST_4QE188,PROD_HKB3EC,TRANS_DH0JF9751,10,121.4,Electronics,48,Europe,0.33,9702.23,12/5/2022,8/17/2023,Summer,Evening,Loyalty Program,Low
CUST_9E139K,PROD_AGQFZZ,TRANS_DH0JF9752,10,144.43,Home,68,South America,0.44,3331.5,12/5/2022,11/5/2023,Summer,Evening,Email Campaign,Low
CUST_SS60FD,PROD_ZQKUQ3,TRANS_DH0JF9753,1,144.82,Home,85,North America,0.45,5602.48,12/5/2022,7/24/2023,Spring,Evening,Loyalty Program,Low
CUST_LJ97TC,PROD_8AR338,TRANS_DH0JF9754,17,175.13,Home,37,North America,0.41,5169.64,12/5/2022,6/26/2023,Fall,Morning,Email Campaign,Low
CUST_CQ6RS4,PROD_24B1BQ,TRANS_DH0JF9755,14,184.58,Home,43,South America,0.7,1060.13,12/5/2022,3/4/2023,Winter,Evening,Discount,Medium
CUST_KVQRZG,PROD_MFJFE6,TRANS_DH0JF9756,11,199.18,Clothing,81,Europe,0.68,1458.46,12/5/2022,12/9/2023,Summer,Evening,Email Campaign,Medium
CUST_MS4U9Q,PROD_0F394N,TRANS_DH0JF9757,2,85.25,Electronics,77,Europe,0.79,8171.56,12/6/2022,8/22/2023,Winter,Evening,Email Campaign,Medium
CUST_E7XDRZ,PROD_VQ84WN,TRANS_DH0JF9758,8,114.78,Electronics,56,North America,0.05,7634.8,12/6/2022,4/14/2023,Winter,Evening,Loyalty Program,Low
CUST_LXFXLR,PROD_NMLHVG,TRANS_DH0JF9759,4,123.75,Electronics,34,Asia,0.13,9724.6,12/6/2022,1/26/2023,Winter,Evening,Discount,Low
CUST_6RO72U,PROD_2OADSV,TRANS_DH0JF9760,2,136.91,Home,30,Asia,0.57,4500.14,12/6/2022,3/18/2023,Winter,Morning,Loyalty Program,Medium
CUST_VJQURC,PROD_VY7VBW,TRANS_DH0JF9761,9,143.65,Home,16,South America,0.18,6539.98,12/6/2022,1/7/2023,Summer,Afternoon,Discount,Low
CUST_7W6RN4,PROD_4LK1FF,TRANS_DH0JF9762,15,155.2,Sports,22,North America,0.52,1730.77,12/6/2022,12/13/2023,Fall,Morning,Loyalty Program,Medium
CUST_WA3F4N,PROD_JMFJFL,TRANS_DH0JF9763,9,199.81,Home,33,Europe,0.95,4615.04,12/6/2022,10/20/2023,Spring,Morning,Loyalty Program,High
CUST_AXFVPG,PROD_SH4W7P,TRANS_DH0JF9764,4,22.8,Sports,5,North America,0.89,5398.72,12/7/2022,3/3/2023,Spring,Morning,Discount,High
CUST_SNSMSZ,PROD_W7X5IX,TRANS_DH0JF9765,5,26.99,Electronics,69,South America,0.43,8069.93,12/7/2022,8/14/2023,Spring,Afternoon,Loyalty Program,Low
CUST_DKC54Q,PROD_QVRBWG,TRANS_DH0JF9766,15,29.25,Home,16,South America,0.12,8364.85,12/7/2022,10/28/2023,Spring,Morning,Loyalty Program,Low
CUST_YU0Q7M,PROD_I9QQLJ,TRANS_DH0JF9767,19,39.36,Sports,7,Europe,0.62,9718.11,12/7/2022,2/25/2023,Winter,Afternoon,Loyalty Program,Medium
CUST_9VKSU1,PROD_FJZNQI,TRANS_DH0JF9768,5,59.05,Home,18,North America,0.09,6277.81,12/7/2022,5/27/2023,Spring,Evening,Email Campaign,Low
CUST_955W45,PROD_ZS3YRM,TRANS_DH0JF9769,14,98.06,Electronics,52,Asia,0.01,7676.06,12/7/2022,8/19/2023,Spring,Morning,Discount,Low
CUST_M9FPOY,PROD_ST86O8,TRANS_DH0JF9770,7,99.39,Home,28,North America,0.91,6524.11,12/7/2022,3/19/2023,Fall,Morning,Email Campaign,High
CUST_FPUKN7,PROD_49AMMG,TRANS_DH0JF9771,11,103.71,Sports,11,North America,0.35,6270.27,12/7/2022,12/22/2023,Summer,Evening,Discount,Low
CUST_RH5703,PROD_O21Z4X,TRANS_DH0JF9772,17,108.41,Electronics,64,South America,0.58,9992.24,12/7/2022,3/8/2023,Summer,Evening,Discount,Medium
CUST_3U88TQ,PROD_XXA4JD,TRANS_DH0JF9773,11,123.43,Home,19,Europe,0.55,2855.42,12/7/2022,11/1/2023,Summer,Morning,Loyalty Program,Medium
CUST_F9TEM9,PROD_P7OTL9,TRANS_DH0JF9774,12,126.66,Clothing,53,North America,0.09,2396.9,12/7/2022,4/12/2023,Summer,Morning,Discount,Low
CUST_AOQM1S,PROD_DNDG5G,TRANS_DH0JF9775,9,138.34,Clothing,9,Asia,0.16,2451.77,12/7/2022,1/19/2023,Summer,Evening,Email Campaign,Low
CUST_IKYM6K,PROD_LH03MS,TRANS_DH0JF9776,10,149.46,Electronics,8,Europe,0.1,1728.27,12/7/2022,3/31/2023,Fall,Afternoon,Loyalty Program,Low
CUST_9IEMDU,PROD_F6KZQ4,TRANS_DH0JF9777,11,155.7,Sports,56,South America,0.7,932.15,12/7/2022,4/25/2023,Winter,Evening,Email Campaign,Medium
CUST_CKXSTB,PROD_E2AM85,TRANS_DH0JF9778,1,156.45,Home,28,Asia,0.26,8797.9,12/7/2022,5/5/2023,Spring,Afternoon,Email Campaign,Low
CUST_GZBGEN,PROD_QVXSAO,TRANS_DH0JF9779,9,162.77,Electronics,85,Asia,0.34,2798.98,12/7/2022,12/31/2023,Spring,Morning,Loyalty Program,Low
CUST_IPJIZD,PROD_L6MYJE,TRANS_DH0JF9780,1,177.2,Sports,6,North America,0.53,5059.23,12/7/2022,12/21/2023,Summer,Afternoon,Discount,Medium
CUST_HE8MSN,PROD_PY5NGA,TRANS_DH0JF9781,5,53.14,Sports,56,South America,0.66,6297.76,12/8/2022,6/21/2023,Summer,Evening,Discount,Medium
CUST_LHRG0W,PROD_3G75WM,TRANS_DH0JF9782,15,63.96,Clothing,49,South America,0.37,3590.2,12/8/2022,5/17/2023,Winter,Afternoon,Discount,Low
CUST_JS9AVQ,PROD_NTLCE3,TRANS_DH0JF9783,5,76.38,Home,36,South America,0.1,664.75,12/8/2022,4/3/2023,Winter,Afternoon,Loyalty Program,Low
CUST_U2XH48,PROD_EE636R,TRANS_DH0JF9784,18,82.1,Sports,27,South America,0.67,2723.81,12/8/2022,12/11/2023,Summer,Afternoon,Loyalty Program,Medium
CUST_T2D1LW,PROD_EP1ZYL,TRANS_DH0JF9785,11,88.31,Sports,81,Europe,0.82,7303.4,12/8/2022,6/8/2023,Winter,Morning,Loyalty Program,High
CUST_0QZFL9,PROD_B0N9H9,TRANS_DH0JF9786,14,89.75,Electronics,8,South America,0.6,9027.96,12/8/2022,4/4/2023,Fall,Afternoon,Email Campaign,Medium
CUST_JS99MG,PROD_K2MQJB,TRANS_DH0JF9787,1,106.92,Home,66,North America,0.79,7873.42,12/8/2022,12/30/2023,Summer,Afternoon,Discount,Medium
CUST_2ZHPHI,PROD_95GMUC,TRANS_DH0JF9788,5,117.22,Electronics,26,North America,0.18,2200.37,12/8/2022,10/13/2023,Summer,Evening,Discount,Low
CUST_6LM2FY,PROD_143C5M,TRANS_DH0JF9789,7,127.62,Home,88,Asia,0.97,2580.93,12/8/2022,1/16/2023,Summer,Morning,Loyalty Program,High
CUST_LP8WDR,PROD_B04F1T,TRANS_DH0JF9790,17,128.97,Clothing,9,North America,0.95,584.2,12/8/2022,8/18/2023,Spring,Evening,Discount,High
CUST_YU23S0,PROD_IAUS5J,TRANS_DH0JF9791,19,133.09,Clothing,87,Europe,0.47,6319.28,12/8/2022,6/26/2023,Summer,Morning,Discount,Low
CUST_4Q3U8K,PROD_XLA58D,TRANS_DH0JF9792,5,139.02,Clothing,59,Asia,0.41,3234.48,12/8/2022,8/3/2023,Spring,Morning,Discount,Low
CUST_TSYZXP,PROD_FDZ0LD,TRANS_DH0JF9793,16,139.81,Sports,79,Europe,0.82,4715.17,12/8/2022,9/7/2023,Fall,Evening,Loyalty Program,High
CUST_Y8A1L7,PROD_TAO22Y,TRANS_DH0JF9794,16,171.39,Sports,83,Europe,0.2,5936.39,12/8/2022,1/28/2023,Spring,Afternoon,Discount,Low
CUST_0B8HIN,PROD_M07B1Y,TRANS_DH0JF9795,10,178.6,Electronics,32,North America,0.29,8197.22,12/8/2022,10/29/2023,Spring,Morning,Loyalty Program,Low
CUST_JK0RT9,PROD_IWB2PL,TRANS_DH0JF9796,5,79.18,Clothing,22,Europe,0.72,2731.63,12/9/2022,12/3/2023,Winter,Evening,Loyalty Program,Medium
CUST_ERTZQO,PROD_C2RZRC,TRANS_DH0JF9797,2,110.23,Electronics,43,North America,0.49,7931.46,12/9/2022,6/29/2023,Spring,Morning,Discount,Low
CUST_3ATUTK,PROD_I8I0YH,TRANS_DH0JF9798,17,122.21,Sports,89,Europe,0.46,5776.38,12/9/2022,7/13/2023,Winter,Evening,Discount,Low
CUST_JJ29S4,PROD_TGI62O,TRANS_DH0JF9799,5,123.62,Sports,17,Europe,0.92,1575.26,12/9/2022,9/10/2023,Spring,Evening,Discount,High
CUST_GBFDQ8,PROD_X4625K,TRANS_DH0JF9800,1,137.23,Sports,35,North America,0.86,4880.91,12/9/2022,5/25/2023,Winter,Morning,Discount,High
CUST_TGIZBN,PROD_K7SSKI,TRANS_DH0JF9801,8,144.74,Clothing,73,Europe,0.28,1714.6,12/9/2022,6/23/2023,Winter,Afternoon,Loyalty Program,Low
CUST_64IBQ1,PROD_ND62MF,TRANS_DH0JF9802,4,148.21,Electronics,9,Europe,0.04,5413.61,12/9/2022,10/2/2023,Summer,Morning,Email Campaign,Low
CUST_NUPGMC,PROD_5W1X36,TRANS_DH0JF9803,18,154.72,Electronics,32,South America,0.44,1921.81,12/9/2022,11/30/2023,Fall,Afternoon,Discount,Low
CUST_EV15EY,PROD_O7E65U,TRANS_DH0JF9804,9,192.94,Home,64,South America,0.93,826.2,12/9/2022,1/31/2023,Summer,Evening,Email Campaign,High
CUST_19QEY0,PROD_TSZTIJ,TRANS_DH0JF9805,16,196.15,Home,32,Asia,0.66,8108.26,12/9/2022,3/25/2023,Winter,Evening,Discount,Medium
CUST_YSEFWK,PROD_NKWE6G,TRANS_DH0JF9806,4,27.67,Clothing,60,Europe,0.47,5736.54,12/10/2022,12/11/2023,Summer,Afternoon,Email Campaign,Low
CUST_8E1NMO,PROD_P8V07V,TRANS_DH0JF9807,18,38.55,Sports,50,South America,0.71,7289.89,12/10/2022,9/16/2023,Summer,Morning,Discount,Medium
CUST_Z2127K,PROD_1940Y5,TRANS_DH0JF9808,8,47.73,Electronics,45,North America,0.5,8065.43,12/10/2022,9/22/2023,Spring,Morning,Discount,Medium
CUST_DSZ97Q,PROD_FVYDXO,TRANS_DH0JF9809,6,53.94,Electronics,79,Europe,0.73,1192.63,12/10/2022,9/1/2023,Winter,Afternoon,Loyalty Program,Medium
CUST_C0YU8J,PROD_7ODZQ9,TRANS_DH0JF9810,1,110.46,Sports,85,Europe,0.7,2216.57,12/10/2022,12/26/2023,Winter,Afternoon,Loyalty Program,Medium
CUST_A8GOWC,PROD_RQPVLO,TRANS_DH0JF9811,19,113.24,Sports,75,Asia,0.49,3874.03,12/10/2022,4/8/2023,Summer,Afternoon,Loyalty Program,Low
CUST_G5M823,PROD_RMLXH1,TRANS_DH0JF9812,18,120.04,Sports,10,North America,0.52,5953.56,12/10/2022,8/26/2023,Fall,Morning,Discount,Medium
CUST_CAW5AY,PROD_5A2Z3N,TRANS_DH0JF9813,16,120.36,Electronics,58,North America,0.09,3440.67,12/10/2022,1/24/2023,Spring,Morning,Email Campaign,Low
CUST_QSJLE5,PROD_B9QUH6,TRANS_DH0JF9814,17,122.07,Home,32,Asia,0.4,6715.45,12/10/2022,3/12/2023,Spring,Afternoon,Discount,Low
CUST_VFS9ZR,PROD_8NVTR3,TRANS_DH0JF9815,7,156.68,Clothing,20,North America,0.04,2565.27,12/10/2022,6/17/2023,Summer,Afternoon,Loyalty Program,Low
CUST_TJ1S05,PROD_E27KRL,TRANS_DH0JF9816,6,171.87,Home,8,South America,0.15,9774.97,12/10/2022,10/18/2023,Summer,Morning,Email Campaign,Low
CUST_SCI8SU,PROD_XZQHSH,TRANS_DH0JF9817,5,179.94,Clothing,34,North America,0.64,5294.2,12/10/2022,6/17/2023,Summer,Evening,Discount,Medium
CUST_P2B7RK,PROD_3ZMZA9,TRANS_DH0JF9818,6,22.08,Sports,44,South America,0.6,5048.26,12/11/2022,10/12/2023,Fall,Afternoon,Loyalty Program,Medium
CUST_VEUNBA,PROD_JVZ3S7,TRANS_DH0JF9819,10,49.04,Clothing,11,South America,0.69,6449.83,12/11/2022,1/11/2023,Winter,Morning,Loyalty Program,Medium
CUST_Y65OIA,PROD_1EYE8L,TRANS_DH0JF9820,7,65.54,Clothing,25,Europe,0.58,9669.1,12/11/2022,4/18/2023,Winter,Evening,Email Campaign,Medium
CUST_H671GQ,PROD_8GRFQ8,TRANS_DH0JF9821,16,103.91,Sports,18,North America,0.95,6302.53,12/11/2022,5/12/2023,Winter,Afternoon,Loyalty Program,High
